book_filename,book_number,book_name,paragraph_number,original_paragraph_index,word_count,output_filename
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,4,87,232,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_04.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,5,106,142,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_05.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,6,107,104,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_06.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,7,109,170,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_07.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,8,121,101,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_08.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,9,135,149,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_09.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,10,138,138,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_10.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,11,139,141,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_11.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,12,140,102,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_12.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,13,141,166,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_13.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,14,143,119,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_14.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,15,147,114,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_15.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,16,168,137,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_16.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,17,190,123,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_17.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,18,205,103,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_18.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,19,206,157,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_19.txt
047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4.txt,047,Following-the-Equator:-A-Journey-Around-the-World.-Part-4,20,224,164,047_Following-the-Equator:-A-Journey-Around-the-World.-Part-4_20.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,1,42,101,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_01.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,2,74,185,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_02.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,3,130,124,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_03.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,4,133,130,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_04.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,5,171,108,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_05.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,6,182,194,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_06.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,7,186,216,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_07.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,8,198,158,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_08.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,9,225,105,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_09.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,10,255,101,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_10.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,11,258,117,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_11.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,12,283,223,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_12.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,13,292,150,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_13.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,14,309,111,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_14.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,15,328,224,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_15.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,16,350,106,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_16.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,17,351,114,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_17.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,18,355,169,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_18.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,19,356,101,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_19.txt
050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7.txt,050,Following-the-Equator:-A-Journey-Around-the-World.-Part-7,20,358,235,050_Following-the-Equator:-A-Journey-Around-the-World.-Part-7_20.txt
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",1,4,179,"056_Life-on-the-Mississippi,-Part-10._01.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",2,5,109,"056_Life-on-the-Mississippi,-Part-10._02.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",3,9,118,"056_Life-on-the-Mississippi,-Part-10._03.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",4,24,148,"056_Life-on-the-Mississippi,-Part-10._04.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",5,26,118,"056_Life-on-the-Mississippi,-Part-10._05.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",6,27,154,"056_Life-on-the-Mississippi,-Part-10._06.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",7,28,118,"056_Life-on-the-Mississippi,-Part-10._07.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",8,30,168,"056_Life-on-the-Mississippi,-Part-10._08.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",9,82,159,"056_Life-on-the-Mississippi,-Part-10._09.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",10,83,104,"056_Life-on-the-Mississippi,-Part-10._10.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",11,95,210,"056_Life-on-the-Mississippi,-Part-10._11.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",12,96,104,"056_Life-on-the-Mississippi,-Part-10._12.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",13,98,173,"056_Life-on-the-Mississippi,-Part-10._13.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",14,100,106,"056_Life-on-the-Mississippi,-Part-10._14.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",15,101,121,"056_Life-on-the-Mississippi,-Part-10._15.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",16,110,147,"056_Life-on-the-Mississippi,-Part-10._16.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",17,111,100,"056_Life-on-the-Mississippi,-Part-10._17.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",18,112,152,"056_Life-on-the-Mississippi,-Part-10._18.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",19,113,160,"056_Life-on-the-Mississippi,-Part-10._19.txt"
"056_Life-on-the-Mississippi,-Part-10..txt",056,"Life-on-the-Mississippi,-Part-10.",20,120,104,"056_Life-on-the-Mississippi,-Part-10._20.txt"
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,1,47,128,071_Mark-Twain's-Letters-—-Complete_01.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,2,189,121,071_Mark-Twain's-Letters-—-Complete_02.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,3,417,146,071_Mark-Twain's-Letters-—-Complete_03.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,4,656,118,071_Mark-Twain's-Letters-—-Complete_04.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,5,1480,227,071_Mark-Twain's-Letters-—-Complete_05.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,6,1794,111,071_Mark-Twain's-Letters-—-Complete_06.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,7,2270,144,071_Mark-Twain's-Letters-—-Complete_07.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,8,2276,135,071_Mark-Twain's-Letters-—-Complete_08.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,9,2401,101,071_Mark-Twain's-Letters-—-Complete_09.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,10,2495,142,071_Mark-Twain's-Letters-—-Complete_10.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,11,2574,130,071_Mark-Twain's-Letters-—-Complete_11.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,12,2603,112,071_Mark-Twain's-Letters-—-Complete_12.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,13,2608,100,071_Mark-Twain's-Letters-—-Complete_13.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,14,2753,112,071_Mark-Twain's-Letters-—-Complete_14.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,15,4375,148,071_Mark-Twain's-Letters-—-Complete_15.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,16,4684,110,071_Mark-Twain's-Letters-—-Complete_16.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,17,4711,212,071_Mark-Twain's-Letters-—-Complete_17.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,18,4999,100,071_Mark-Twain's-Letters-—-Complete_18.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,19,5608,117,071_Mark-Twain's-Letters-—-Complete_19.txt
071_Mark-Twain's-Letters-—-Complete.txt,071,Mark-Twain's-Letters-—-Complete,20,5712,200,071_Mark-Twain's-Letters-—-Complete_20.txt
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",1,16,119,"086_Roughing-It,-Part-3._01.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",2,35,190,"086_Roughing-It,-Part-3._02.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",3,37,171,"086_Roughing-It,-Part-3._03.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",4,42,233,"086_Roughing-It,-Part-3._04.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",5,52,139,"086_Roughing-It,-Part-3._05.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",6,53,139,"086_Roughing-It,-Part-3._06.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",7,59,143,"086_Roughing-It,-Part-3._07.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",8,61,122,"086_Roughing-It,-Part-3._08.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",9,69,108,"086_Roughing-It,-Part-3._09.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",10,88,118,"086_Roughing-It,-Part-3._10.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",11,103,131,"086_Roughing-It,-Part-3._11.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",12,109,152,"086_Roughing-It,-Part-3._12.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",13,123,147,"086_Roughing-It,-Part-3._13.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",14,125,191,"086_Roughing-It,-Part-3._14.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",15,132,193,"086_Roughing-It,-Part-3._15.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",16,144,210,"086_Roughing-It,-Part-3._16.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",17,172,249,"086_Roughing-It,-Part-3._17.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",18,174,180,"086_Roughing-It,-Part-3._18.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",19,179,148,"086_Roughing-It,-Part-3._19.txt"
"086_Roughing-It,-Part-3..txt",086,"Roughing-It,-Part-3.",20,185,211,"086_Roughing-It,-Part-3._20.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",1,12,128,"088_Roughing-It,-Part-5._01.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",2,27,151,"088_Roughing-It,-Part-5._02.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",3,28,187,"088_Roughing-It,-Part-5._03.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",4,68,231,"088_Roughing-It,-Part-5._04.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",5,69,203,"088_Roughing-It,-Part-5._05.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",6,72,107,"088_Roughing-It,-Part-5._06.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",7,75,168,"088_Roughing-It,-Part-5._07.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",8,86,203,"088_Roughing-It,-Part-5._08.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",9,115,158,"088_Roughing-It,-Part-5._09.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",10,119,142,"088_Roughing-It,-Part-5._10.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",11,198,107,"088_Roughing-It,-Part-5._11.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",12,230,117,"088_Roughing-It,-Part-5._12.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",13,234,132,"088_Roughing-It,-Part-5._13.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",14,236,111,"088_Roughing-It,-Part-5._14.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",15,248,100,"088_Roughing-It,-Part-5._15.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",16,256,174,"088_Roughing-It,-Part-5._16.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",17,259,229,"088_Roughing-It,-Part-5._17.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",18,268,172,"088_Roughing-It,-Part-5._18.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",19,278,120,"088_Roughing-It,-Part-5._19.txt"
"088_Roughing-It,-Part-5..txt",088,"Roughing-It,-Part-5.",20,279,141,"088_Roughing-It,-Part-5._20.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",1,18,122,"095_Sketches-New-and-Old,-Part-3._01.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",2,35,108,"095_Sketches-New-and-Old,-Part-3._02.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",3,36,150,"095_Sketches-New-and-Old,-Part-3._03.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",4,38,152,"095_Sketches-New-and-Old,-Part-3._04.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",5,43,207,"095_Sketches-New-and-Old,-Part-3._05.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",6,45,125,"095_Sketches-New-and-Old,-Part-3._06.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",7,81,103,"095_Sketches-New-and-Old,-Part-3._07.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",8,94,168,"095_Sketches-New-and-Old,-Part-3._08.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",9,95,181,"095_Sketches-New-and-Old,-Part-3._09.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",10,109,132,"095_Sketches-New-and-Old,-Part-3._10.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",11,120,243,"095_Sketches-New-and-Old,-Part-3._11.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",12,123,105,"095_Sketches-New-and-Old,-Part-3._12.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",13,137,115,"095_Sketches-New-and-Old,-Part-3._13.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",14,158,147,"095_Sketches-New-and-Old,-Part-3._14.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",15,161,101,"095_Sketches-New-and-Old,-Part-3._15.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",16,165,144,"095_Sketches-New-and-Old,-Part-3._16.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",17,177,131,"095_Sketches-New-and-Old,-Part-3._17.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",18,180,222,"095_Sketches-New-and-Old,-Part-3._18.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",19,207,139,"095_Sketches-New-and-Old,-Part-3._19.txt"
"095_Sketches-New-and-Old,-Part-3..txt",095,"Sketches-New-and-Old,-Part-3.",20,220,165,"095_Sketches-New-and-Old,-Part-3._20.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",1,6,132,"096_Sketches-New-and-Old,-Part-4._01.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",2,9,166,"096_Sketches-New-and-Old,-Part-4._02.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",3,15,172,"096_Sketches-New-and-Old,-Part-4._03.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",4,17,106,"096_Sketches-New-and-Old,-Part-4._04.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",5,18,109,"096_Sketches-New-and-Old,-Part-4._05.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",6,30,179,"096_Sketches-New-and-Old,-Part-4._06.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",7,45,101,"096_Sketches-New-and-Old,-Part-4._07.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",8,50,194,"096_Sketches-New-and-Old,-Part-4._08.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",9,51,129,"096_Sketches-New-and-Old,-Part-4._09.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",10,97,234,"096_Sketches-New-and-Old,-Part-4._10.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",11,100,159,"096_Sketches-New-and-Old,-Part-4._11.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",12,103,131,"096_Sketches-New-and-Old,-Part-4._12.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",13,121,141,"096_Sketches-New-and-Old,-Part-4._13.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",14,135,101,"096_Sketches-New-and-Old,-Part-4._14.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",15,159,170,"096_Sketches-New-and-Old,-Part-4._15.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",16,173,109,"096_Sketches-New-and-Old,-Part-4._16.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",17,178,123,"096_Sketches-New-and-Old,-Part-4._17.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",18,180,158,"096_Sketches-New-and-Old,-Part-4._18.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",19,181,169,"096_Sketches-New-and-Old,-Part-4._19.txt"
"096_Sketches-New-and-Old,-Part-4..txt",096,"Sketches-New-and-Old,-Part-4.",20,184,200,"096_Sketches-New-and-Old,-Part-4._20.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",1,4,183,"099_Sketches-New-and-Old,-Part-7._01.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",2,21,131,"099_Sketches-New-and-Old,-Part-7._02.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",3,36,107,"099_Sketches-New-and-Old,-Part-7._03.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",4,59,145,"099_Sketches-New-and-Old,-Part-7._04.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",5,77,171,"099_Sketches-New-and-Old,-Part-7._05.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",6,80,194,"099_Sketches-New-and-Old,-Part-7._06.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",7,86,113,"099_Sketches-New-and-Old,-Part-7._07.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",8,89,106,"099_Sketches-New-and-Old,-Part-7._08.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",9,90,160,"099_Sketches-New-and-Old,-Part-7._09.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",10,117,117,"099_Sketches-New-and-Old,-Part-7._10.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",11,124,105,"099_Sketches-New-and-Old,-Part-7._11.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",12,125,166,"099_Sketches-New-and-Old,-Part-7._12.txt"
"099_Sketches-New-and-Old,-Part-7..txt",099,"Sketches-New-and-Old,-Part-7.",13,144,139,"099_Sketches-New-and-Old,-Part-7._13.txt"
